,side_effect,n_instance,auprc,auroc,ap
0,2.0,2720.0,0.8589259777688214,0.8998488185692501,0.86016938904554
1,4.0,5183.0,0.844518199766635,0.8868566679291335,0.8457787000006693
2,5.0,2762.0,0.8081652309240152,0.8667546745152355,0.8106162741296314
3,6.0,3552.0,0.8023719284605869,0.8467013888888889,0.8030830496156237
4,7.0,1942.0,0.8467425966635069,0.8863917577838943,0.8476818304748311
5,8.0,2051.0,0.8145271419230442,0.8656371191135733,0.8182358251763604
6,9.0,704.0,0.8653741625308452,0.8783929051330288,0.8672187981087432
7,11.0,1010.0,0.8542344394630995,0.8888799871815414,0.857514249981184
8,12.0,2347.0,0.8596451072849699,0.8910621667031924,0.8602807753463773
9,13.0,2120.0,0.8097832729662889,0.8741101146449705,0.8131468434464626
10,14.0,1509.0,0.7887544280925712,0.864002728005456,0.794571424984651
11,15.0,2758.0,0.8022395048911646,0.844353294342943,0.803491760942048
12,16.0,3113.0,0.7522516221856359,0.8115401393720426,0.753369624252237
13,17.0,2937.0,0.7766438224073062,0.8419601902116736,0.779595352947232
14,18.0,1843.0,0.8373517926505603,0.872516423650056,0.8386007595380462
15,19.0,3069.0,0.8188447118211313,0.8489876189446366,0.8195365464958551
16,20.0,305.0,0.9486121904345811,0.946530612244898,0.9493939846573867
17,22.0,4613.0,0.7872123537807143,0.846176275412737,0.7878871938285004
18,23.0,1004.0,0.8906813323169185,0.9138483446066216,0.8917552796662513
19,24.0,3442.0,0.8141546340423944,0.8667221990837151,0.8164416392290758
20,25.0,3021.0,0.8061368412194485,0.8676179739725486,0.8086833944686402
21,26.0,2976.0,0.7869215673649894,0.8418773033167761,0.7896259432040723
22,27.0,2037.0,0.8160703637001934,0.8716663660491122,0.8180745853474339
23,28.0,2691.0,0.8305159607009238,0.867803918033772,0.8311992431166016
24,29.0,6368.0,0.7831411693194851,0.8358168289408934,0.7844568084419155
25,30.0,1225.0,0.8117632189537906,0.8634183673469388,0.8144145334770716
26,31.0,1979.0,0.863992744503316,0.8950183806202282,0.8648162939400434
27,32.0,3416.0,0.7940009536448805,0.847789165879017,0.795103546850512
28,33.0,1287.0,0.8784395548783075,0.9174701561065197,0.8828563856504263
29,35.0,1499.0,0.8485235372717017,0.8880906265483537,0.8526003687085107
30,36.0,2491.0,0.8482981055699579,0.8912932117126049,0.849486325676269
31,38.0,356.0,0.9655986763361505,0.9661111111111111,0.9661917058755153
32,39.0,1309.0,0.887970928847876,0.9270021499596882,0.8926909959057977
33,40.0,1213.0,0.8672276239506046,0.8743543388429752,0.8683984514113025
34,41.0,512.0,0.8752357764947908,0.9117036011080333,0.8792593107637812
35,42.0,456.0,0.9204969680946135,0.9205729166666667,0.9214119416569267
36,43.0,2478.0,0.7984095476412902,0.8551301209027926,0.8017898393089019
37,44.0,3558.0,0.8173726454291991,0.8609974986479179,0.8180136740810011
38,45.0,1983.0,0.8642966537777297,0.9037191358024691,0.8653197084481128
39,46.0,446.0,0.9449582813791263,0.9466666666666667,0.9456378482888848
40,47.0,811.0,0.8714872788081967,0.9003364845377343,0.8744303123581575
41,48.0,2016.0,0.8475104480970987,0.8944038520758099,0.8506710415485106
42,49.0,1867.0,0.8375193711351907,0.8708217730215352,0.8385762587143616
43,50.0,2082.0,0.8522819936402679,0.8984128724541541,0.8558364998188639
44,51.0,6922.0,0.7835896977263226,0.8418709113348891,0.7843613733079311
45,52.0,1991.0,0.8304618434010935,0.8799375,0.8316018857592979
46,53.0,2853.0,0.7891619600837684,0.8454870125758286,0.7906536951719625
47,54.0,1768.0,0.8202859856465252,0.8641743466733999,0.8220700413259308
48,56.0,2493.0,0.8274821634872159,0.8852958579881658,0.8287409013096654
49,57.0,457.0,0.9135994814537969,0.9280496712929145,0.9154137578113242
50,58.0,3566.0,0.7988509079931213,0.8526800238048007,0.7998769208729162
51,59.0,5479.0,0.8013503042751334,0.8559506640225948,0.8029325301319238
