,side_effect,n_instance,auprc-0,auprc-1,auprc-2
231,242.0,878.0,0.8252054923986109,0.8428020362092334,0.8517928105105792
232,243.0,1289.0,0.8290144684013884,0.8598882621451734,0.8583345471241051
233,244.0,4983.0,0.7160188523736062,0.7297409126583809,0.7306731106871888
234,245.0,2780.0,0.7545963328346919,0.7991792122548594,0.79698072747727
235,246.0,639.0,0.7579224849616026,0.8107178064749643,0.799238382615494
236,247.0,1342.0,0.8424868228093509,0.8516122412947412,0.8573978531478762
237,248.0,1851.0,0.8359225344025395,0.8525866369592505,0.8504144783005313
238,249.0,2460.0,0.7610080436920246,0.7582691206635527,0.7547374504270405
239,250.0,1678.0,0.7612439668357253,0.7777140454668757,0.7782408536304852
240,251.0,551.0,0.8602160539765665,0.9068534669148672,0.9022185451289257
241,252.0,2973.0,0.7734872227047396,0.8005833347574547,0.8056963814755589
242,253.0,1914.0,0.7859211930681163,0.8244485310056043,0.8259705282927385
243,254.0,1083.0,0.7855429566797814,0.834040751604588,0.8344703705621277
244,255.0,833.0,0.8956256929638639,0.8936548711272367,0.8948001303299733
245,256.0,313.0,0.862297478641908,0.8634923369298252,0.8761500216342395
246,257.0,1217.0,0.8218793188335586,0.8364006717212142,0.84010753162554
247,258.0,2777.0,0.7857343062022257,0.7958755567998487,0.8089177970047363
248,259.0,1610.0,0.7826873403415417,0.800073908403891,0.8067064614118786
249,260.0,747.0,0.807525067007467,0.8460420088855332,0.8585845313594587
250,261.0,1109.0,0.817259711283246,0.8187927483206725,0.816533846912253
251,262.0,786.0,0.8708732410191286,0.8989691595557527,0.9030065249842871
252,263.0,778.0,0.7911449796780783,0.833902293299697,0.8277938571055636
253,264.0,588.0,0.8342228360028063,0.8634151704452203,0.8610628830887218
254,265.0,1226.0,0.8099214976740712,0.8348203585251583,0.8423815019762977
255,266.0,1274.0,0.8032235218582813,0.8148480435895952,0.8195038654373038
256,267.0,4263.0,0.710481379110355,0.7408158807764192,0.7419720804178747
257,268.0,511.0,0.852238405713328,0.8360092913134419,0.8485684043399118
258,269.0,1412.0,0.798050372321371,0.7979676834340107,0.8044028338925572
259,271.0,1321.0,0.7385821768777925,0.7511738165947454,0.7615605737453485
260,272.0,4438.0,0.7355432028302478,0.7582221073505588,0.7580925320336469
261,273.0,528.0,0.9046779784497699,0.9185635870138975,0.9257471631986387
262,274.0,2165.0,0.7828111406121898,0.8241765268073593,0.8258842685323693
263,275.0,1368.0,0.763704803208525,0.818252472275216,0.8194799014997753
264,277.0,956.0,0.8354811688174536,0.8798863964127396,0.8853474860170834
265,278.0,1367.0,0.8140623589695687,0.8440199075304432,0.8478904381299341
266,279.0,1854.0,0.7664218613875037,0.7916850409298286,0.7938138805342716
267,280.0,3429.0,0.7776522034595515,0.8108999507695172,0.8134071834689688
268,281.0,3723.0,0.7575822492172821,0.7718198275679753,0.7749754126957616
269,282.0,669.0,0.7725563611709834,0.8092859806722507,0.8116067607158977
270,283.0,2036.0,0.8190710187302055,0.8342694427664706,0.8342455134568341
271,284.0,1155.0,0.798214578786187,0.8416734566964054,0.8395248221647617
272,285.0,1695.0,0.7527071014802149,0.8004283792586875,0.80895234846042
273,286.0,1128.0,0.7264228904370639,0.8188221174845285,0.8115573584120412
274,287.0,2319.0,0.7371494253133073,0.7597683425220787,0.7597454689361742
275,288.0,943.0,0.805292633288983,0.8228696613365512,0.8259634647794247
276,289.0,579.0,0.8068578341205817,0.8671020024648333,0.8653870828964456
277,290.0,1437.0,0.7927665236449153,0.8238678577041383,0.821761913900261
278,291.0,2991.0,0.7310417225503651,0.7679546173199885,0.7666375694719952
279,293.0,2038.0,0.7766664181573515,0.8011969511520408,0.7990220702837756
280,294.0,1358.0,0.8233621588560562,0.8406343508596823,0.8345690956674011
281,295.0,3321.0,0.6931131503486933,0.6911554229602612,0.6947594331445646
282,296.0,1409.0,0.8386840997061398,0.8484552943849426,0.8520972390238619
283,297.0,2060.0,0.7951280657204606,0.8291574545477792,0.8295799207061805
284,298.0,1571.0,0.8128972978903324,0.8372336078660105,0.8411943787611458
285,299.0,716.0,0.7604953789876372,0.7573052733549288,0.7630425504480532
286,300.0,710.0,0.8240880904967194,0.8705031231201895,0.8777948857672166
287,301.0,4018.0,0.7633233650924738,0.770299570375311,0.772154381305991
288,302.0,1948.0,0.8471457679474417,0.8649898760600243,0.864196544160717
289,303.0,2381.0,0.7649690798172339,0.8053661281642349,0.8103006541145292
290,304.0,1064.0,0.7549699750520918,0.7687865411144796,0.7656227028786562
291,305.0,1658.0,0.7981446913826407,0.8146072098930266,0.8181916058688002
292,306.0,577.0,0.9149949142129559,0.9354384273715026,0.9384085682168379
293,307.0,5366.0,0.740612785186475,0.7631242481309454,0.7654100254430172
294,308.0,639.0,0.8649969903862823,0.8791261858350825,0.8858341817585071
295,309.0,492.0,0.7838971908590702,0.8253623667017632,0.8372645116643759
296,310.0,751.0,0.8216167532630663,0.8310063840933999,0.8337758942443602
297,311.0,1549.0,0.7650916475191882,0.7714717665337465,0.7754362399229733
298,312.0,2812.0,0.7295364587929946,0.775611056207716,0.7841560522007851
299,313.0,2314.0,0.7236302745799721,0.75848909837396,0.7645163777909549
300,314.0,3621.0,0.7903804333739375,0.8256024830352297,0.8241010781446663
301,315.0,801.0,0.7955191956109351,0.8183779190435805,0.8126784117222579
302,316.0,1138.0,0.7916918799883913,0.8230305748648568,0.8283711538962567
303,317.0,914.0,0.7941324933238516,0.8332629277578999,0.8369676151586264
304,318.0,2007.0,0.803670990971926,0.8209187102113599,0.8250991110270234
305,319.0,2853.0,0.745417532913929,0.7893287816740164,0.7906252597169743
306,320.0,1838.0,0.8114978249926882,0.8465161026488588,0.845160088383438
307,321.0,760.0,0.8636357658864897,0.8728467740514446,0.8828213861719706
308,322.0,520.0,0.8183677024457627,0.8188134124410088,0.8245729493096732
309,323.0,1885.0,0.7404095809294748,0.7721197907916777,0.7766095423748468
310,325.0,1241.0,0.8130486566554423,0.8405357468004757,0.8308332851466603
311,326.0,4188.0,0.7524436120796707,0.7712524609688414,0.7711780629783684
312,327.0,310.0,0.845319698177362,0.8684309127756138,0.8526828882361346
313,328.0,1558.0,0.7484963101763183,0.7786913202158372,0.7778054615343234
314,329.0,3870.0,0.789733587500038,0.8064117761384638,0.8084366424372835
315,330.0,4715.0,0.7101717421999003,0.7440761943895327,0.7438685880676198
316,331.0,2411.0,0.7504420971464116,0.7902917191528247,0.7884933577259967
317,332.0,3388.0,0.7248720335151713,0.7527883626907519,0.7555803000164765
318,334.0,4552.0,0.7724186668625607,0.7886547391566305,0.7926643476652576
319,335.0,2031.0,0.7807778668805507,0.7945658936760008,0.7970389933208035
320,336.0,322.0,0.7320180615279569,0.8001207073893135,0.7846788638109349
321,337.0,4442.0,0.7215713645029465,0.7420261528888233,0.7456566227145054
322,338.0,1032.0,0.7844301376055953,0.820259184742889,0.8209091857488227
323,339.0,2654.0,0.7094101943285123,0.7266401412113448,0.7298516400536375
324,340.0,1110.0,0.7472394083713898,0.7820415343287135,0.7823227941121109
325,341.0,3102.0,0.7724408289516602,0.7975242201153998,0.7996914817133317
326,342.0,3898.0,0.7517658177759097,0.7865370214041418,0.7850784409376712
327,343.0,4099.0,0.7440344930173534,0.7612140709698805,0.7626377953825638
328,344.0,1237.0,0.8495089280211953,0.8944890489063995,0.8936164841841925
329,345.0,1011.0,0.8081796274203633,0.8341709880382701,0.8353057337062453
330,346.0,4921.0,0.7141711263211449,0.7406554355363737,0.7401003472579815
331,347.0,1276.0,0.8359037374311976,0.8445366277940378,0.8438682331945796
332,349.0,596.0,0.8135748503112252,0.8160738104240779,0.8303761251997556
333,350.0,2228.0,0.7443824352851873,0.7741074235636144,0.7755883917180708
334,351.0,1343.0,0.7830237041297561,0.7987855032841096,0.805206697008581
335,353.0,354.0,0.8702957809667325,0.8876195169593815,0.8909125458908611
336,354.0,755.0,0.8514120041248369,0.8608497089021879,0.8619842719003041
337,355.0,904.0,0.8085896314263499,0.8425306170390959,0.8487889911668912
338,356.0,1216.0,0.7976019661024429,0.848942051643858,0.8435558956269023
339,357.0,1870.0,0.7859288480869759,0.8267962847951338,0.825789114029218
340,358.0,464.0,0.8283452575212846,0.9077741631480507,0.9048945182870515
341,359.0,288.0,0.8393781541921824,0.8777089788397167,0.8645704403676108
342,360.0,734.0,0.8287399912118647,0.8736481454466358,0.8748871522671958
343,361.0,6166.0,0.6980013858476676,0.7227061299527624,0.7235111902331733
344,362.0,784.0,0.8556583153801315,0.8819145038062586,0.8807758271742094
345,363.0,2374.0,0.8076159855622792,0.8516375564683082,0.8542429526883184
346,364.0,3618.0,0.7444444465859607,0.7636337625641367,0.7630237838788909
347,365.0,3396.0,0.7883082329931971,0.8067466631678675,0.812181497807319
348,366.0,1500.0,0.7891521059811573,0.7976243107512969,0.7995082799885136
349,367.0,1208.0,0.696539850075948,0.7761028573676612,0.7777683068014143
350,368.0,1304.0,0.7902188008422217,0.8221311700797045,0.8266904469291406
351,369.0,3073.0,0.780608547970462,0.8022846906248999,0.8027028319014036
352,370.0,2562.0,0.7608121602723865,0.796693528793072,0.7971622720460995
353,371.0,690.0,0.8470187758367642,0.8155422401800887,0.8230619518001995
354,372.0,414.0,0.8283697099472123,0.8580240763806536,0.8665271424908814
355,373.0,438.0,0.8498561116566746,0.8904290234321519,0.8911028852204882
356,374.0,2149.0,0.802090209362829,0.8092959376196569,0.8110678325088856
357,375.0,948.0,0.781397888282373,0.8113523928958495,0.8191788209891547
358,376.0,1469.0,0.7617494691468835,0.7880376616063313,0.7912473560071972
359,377.0,1590.0,0.7614124411057175,0.8194526680670794,0.812952175855692
360,378.0,850.0,0.7909924052686657,0.8503179125675672,0.8454732667070632
361,379.0,405.0,0.8498736125520967,0.8815981548445304,0.8776351793197954
362,380.0,1337.0,0.7966901653668316,0.8313718677037323,0.8368137082320011
363,381.0,3548.0,0.7468517356973903,0.7817746597128232,0.7833968883863058
364,382.0,260.0,0.8199811096240778,0.789420441531575,0.7843402292656524
365,383.0,986.0,0.709505934804193,0.7354946029256259,0.7444193894520441
366,384.0,744.0,0.7025876627993681,0.7479629052978468,0.7542802543378657
367,385.0,1766.0,0.8071634503406554,0.8310029773902387,0.8326811928514279
368,386.0,561.0,0.8171506291455873,0.8561744478835813,0.8676645031099869
369,387.0,1511.0,0.8161402697994071,0.8589847894787122,0.8580553804723426
370,388.0,230.0,0.8722710164590212,0.9089291075144237,0.915274185449013
